Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
mhb-argan-oil-shampoo-sulfate-free-250ml,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/arganoilshampoo.png?v=1695803709,2,"",,,,,,,,,,,,,,,,,,,,,,
glow-and-shine-beauty-soap-50g,MHB Glow & Shine Beauty Soap - 50G,"<p dir=""ltr""><span>with Shea Butter bar soap cleanses, moisturizes and naturally brightens dull skin; This body soap helps to firm and even skin tone</span></p>",MHB - MEMOONA HEALTH & BEAUTY,,ORGANIC SOAP,"FACE CARE, GLOW & SHINE, SOAP",false,Title,Default Title,,,,,Soap50G,200.0,shopify,4,continue,manual,300.00,500.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/IMG_20210711_210624.jpg?v=1626022130,1,"",false,,,,,,,,,,,,,,,kg,,50.00,true,,,draft
mhb-glow-shine-skin-miracle-face-tonic-100ml,MHB GLOW & SHINE SKIN MIRACLE FACE TONIC - 100ML,"<p>Glow &amp; Shine Skin Miracle Face Tonic </p>
<p>Volume : 100ML</p>
<p>For All Skin Types</p>
<p> </p>",MHB - MEMOONA HEALTH & BEAUTY,,FACE TONIC,"FACE TONIC, GLOW & SHINE",false,Title,Default Title,,,,,FACETONIC100ML,200.0,shopify,3,deny,manual,499.00,800.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/SquarePhoto_5.jpg?v=1623236235,1,"",false,,,,,,,,,,,,,,,kg,,200.00,true,,,draft
mhb-glow-shine-skin-miracle-face-tonic-100ml,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/SquarePhoto_6.jpg?v=1623236235,2,"",,,,,,,,,,,,,,,,,,,,,,
mhb-safroon-pearl-natural-face-wash,MHB Safroon & Pearl Natural Face Wash - 100ml,"<h3>MHB Safroon &amp; Pearl Natural Face Wash for Dry Skin with Pearl &amp; Saffron for Tan removal and Skin brightening 100ml - SLS &amp; Paraben Free</h3>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<h4 data-mce-fragment=""1""><span data-spm-anchor-id=""a2a0e.pdp.product_detail.i3.16a46cd4bfE3OX"" data-mce-fragment=""1"">Removes Tan</span></h4>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Saffron and Pearl come together to remove sun tan while restoring the skin’s natural glow.</span></p>
</div>
</td>
<td data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<h4 data-mce-fragment=""1""><span data-mce-fragment=""1"">Repairs Sun Damage</span></h4>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Saffron helps repair sun damage caused by exposure to the harsh rays of the sun</span></p>
</div>
</td>
<td data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<h4 data-mce-fragment=""1""><span data-mce-fragment=""1"">Exfoliates Dead Skin</span></h4>
<p data-spm-anchor-id=""a2a0e.pdp.product_detail.i1.16a46cd4bfE3OX"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Pearl beads gently exfoliate dead cells to reveal a natural glow on the face.</span></p>
</div>
</td>
</tr>
</tbody>
</table>",MHB - MEMOONA HEALTH & BEAUTY,,FACEWASH,"MHB, MHB FACEWASH, PEARL FACEWASH, SAFFRON FACEWASH, SLS FREE, SLS FREE FACEWASH",false,Title,Default Title,,,,,"",200.0,shopify,4,deny,manual,600.00,800.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/frame02.jpg?v=1616576697,1,"",false,,,,,,,,,,,,,,,kg,,250.00,true,,,draft
mhb-safroon-pearl-natural-face-wash,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/frame03.jpg?v=1616576698,2,"",,,,,,,,,,,,,,,,,,,,,,
mhb-daily-moisturizing-body-lotion-70ml,MHB Daily Moisturizing Body Lotion - 70ml,"<p data-mce-fragment=""1"">Nourishes Normal to Dry Skin</p>
<p data-mce-fragment=""1"">Helps reinforce the Skin’s natural barrier</p>
<p data-mce-fragment=""1"">Suitable for Sensitive Skin</p>
<p data-mce-fragment=""1"">Capacity 70ML</p>",MHB - MEMOONA HEALTH & BEAUTY,,LOTION,"Body Lotion, MHB Daily Moisturizing Body Lotion, MHB Lotion, Moisturizing Body Lotion",false,Title,Default Title,,,,,"",100.0,shopify,3,deny,manual,100.00,200.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/webframe1_1d6ff4ee-84af-4447-ad67-27f01654bf7e.jpg?v=1617261436,1,"",false,,,,,,,,,,,,,,,kg,,50.00,true,,,draft
mhb-glow-shine-rose-moisturizer,MHB GLOW & SHINE ROSE MOISTURIZER - 100ML,"<ul class="""" data-mce-fragment=""1"">
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.52d01e36cQvf7E"" data-mce-fragment=""1"">A lightweight daily moisturizer that delivers every essential vitamin for healthy-looking skin, including clarifying and hydrating B3, brightening C, and soothing E.</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,,MUISTURIZER,"GLOW & SHINE, MHB, MHB GLOW & SHINE ROSE MOISTURIZER, ROSE MOISTURIZER",false,Title,Default Title,,,,,ROSEMOIST,200.0,shopify,5,deny,manual,999.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/frame2_8b0059a3-9a6c-447e-986f-0038686d00af.jpg?v=1618018611,1,MHB ROSE GLOW & SHINE MOISTURIZER,false,,,,,,,,,,,,,,,kg,,200.00,true,,,draft
mhb-glow-shine-rose-moisturizer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/framemois1.jpg?v=1618018578,2,"",,,,,,,,,,,,,,,,,,,,,,
pack-of-2-pure-facewash,MHB GLOW & SHINE FACE WASH Pack of 2 - 75ml Each,"<h3><a href=""https://www.daraz.pk/products/i193818327.html"" title=""Pack of 2 Pure Rose Extract 5 in 1 - Scrub, Mask, Facial Cleansing, Face Wash, Moisturizing, Pinkish Glow - 75ml "">BUY NOW ON  <img height=""46"" width=""150"" alt="""" src=""https://cdn.shopify.com/s/files/1/0516/1677/6382/files/Daraz-Logo-2012A_480x480.png?v=1634210492"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0516/1677/6382/files/Daraz-Logo-2012A_480x480.png?v=1634210492""></a></h3>
<h3>Pack of 2 Pure Rose Extract 5 in 1 - Scrub, Mask, Facial Cleansing, Face Wash, Moisturizing, Pinkish Glow - 75ml Each</h3>
<ul class="""" data-mce-fragment=""1"">
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.62207480jNrKwf"" data-mce-fragment=""1"">Rose is an excellent remedy for skin problems like blackheads, large pores and white heads. It also helps in providing a lightening color to a dark spots caused by skin tan, acne and strech marks. their anti bacterial and anti fungal properties to prevent the recurrence of acne over time</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,,FACEWASH,"FACEWASH, GLOW & SHINE, MHB FACEWASH",false,Title,Default Title,,,,,ROSE2X,200.0,shopify,5,deny,manual,299.00,400.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/RosefacewashPACK2.jpg?v=1645349522,1,"",false,,,,,,,,,,,,,,,kg,,120.00,true,,,draft
pack-of-2-pure-facewash,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Rosefacewash.jpg?v=1645349709,2,"",,,,,,,,,,,,,,,,,,,,,,
pack-of-2-pure-facewash,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/facewash_usage1.jpg?v=1645349733,3,"",,,,,,,,,,,,,,,,,,,,,,
pack-of-2-pure-facewash,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/facewash_usage2_5a9bcf6a-57ea-42bc-bf9a-b934c95edfc1.jpg?v=1645349736,4,"",,,,,,,,,,,,,,,,,,,,,,
mhb-cucumber-mint-cleansing-milk-100ml,MHB Cucumber & Mint Cleansing Milk - 100ML,"<ul class="""" data-mce-fragment=""1"">
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.6c2c5d4cumrjB2"" data-mce-fragment=""1"">An ultra-gentle cleansing milk and makeup remover for dry or sensitive skin that thoroughly and comfortably purifies, soothes and tones with deep moisturizing effects.</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,,CREAM,"CLEANSING MILK, CUCUMBER, CUCUMBER & MINT, MHB, MHB CLEANSING MILK",false,Title,Default Title,,,,,"",0.0,shopify,4,deny,manual,280.00,300.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/CUCUMBERframe1.jpg?v=1616574346,1,"",false,,,,,,,,,,,,,,,kg,,50.00,true,,,draft
mhb-100-organic-natural-premium-rose-water-for-face-skin-120ml-no-alcohol-chemical-paraben-free,MHB Premium Rose Water For Face & Skin - 120ml,"<h3>MHB 100% Organic &amp; Natural Premium Rose Water For Face &amp; Skin, 120ml (No Alcohol, Chemical &amp; Paraben Free)</h3>
<ul class="""" data-mce-fragment=""1"">
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.7f5f108dxbl4p5"" data-mce-fragment=""1"">100% PURE NATURAL &amp; ORGANIC ROSE WATER - Perfect for toning face, neck, eye area, dry skin, body and hair for balancing PH, acne prone skin, hand spots, dark spots and to overall balance skin as a botanical astringent and toner. Made from rose flowers, like the red roses you’re familiar with. A natural reducer of redness and a leader in liquid toners.</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,,ROSE WATER,"MHB, ROSE WATER",false,Title,Default Title,,,,,ROSEWATER,200.0,shopify,4,deny,manual,180.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/rosewaterw1.jpg?v=1655205347,1,"",false,,,,,,,,,,,,,,,kg,,100.00,true,,,draft
mhb-100-organic-natural-premium-rose-water-for-face-skin-120ml-no-alcohol-chemical-paraben-free,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/rosewaterw2.jpg?v=1655205347,2,"",,,,,,,,,,,,,,,,,,,,,,
mhb-hair-growth-oil-adds-softness-shine-6-in-1-125ml,MHB Hair Oil | Adds Softness & Shine | 6 in 1 | 125ml,"<h3>MHB Hair Oil</h3>
<h3>INFUSED WITH 6 IN 1 MOISTURIZING OILS:<br>
</h3>
<ul class="""" data-mce-fragment=""1"">
<li class="""" data-mce-fragment=""1"">1.ARGAN OIL</li>
<li class="""" data-mce-fragment=""1"">2.ALMOND OIL</li>
<li class="""" data-mce-fragment=""1"">3.ONION OIL</li>
<li class="""" data-mce-fragment=""1"">4.GINGER OIL</li>
<li class="""" data-mce-fragment=""1"">5.VITAMIN E OIL</li>
<li class="""" data-mce-fragment=""1"">6.BLACK SEED OIL</li>
<li class="""" data-mce-fragment=""1"">This 6-in-1 Leave-In Conditioner penetrates the hair shaft, gently cleansing while it repairs damage and breakage, leaving even the most rebellious hair frizz-free, silky-soft and super glossy.</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,,OIL,"ALMOND OIL, ARGAN OIL, BLACK SEED OIL, GINGER OIL, HAIR GROWTH OIL, HAIR OIL, MHB HAIR OIL, ONION OIL, VITAMIN E OIL",true,Title,Default Title,,,,,"",200.0,shopify,1,deny,manual,875.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/HAIROILF1.jpg?v=1655205301,1,"",false,,,,,,,,,,,,,,,kg,,250.00,true,,,active
mhb-hair-growth-oil-adds-softness-shine-6-in-1-125ml,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/HAIROILF2.jpg?v=1655205301,2,"",,,,,,,,,,,,,,,,,,,,,,
mhb-hair-growth-oil-adds-softness-shine-6-in-1-125ml,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/HAIROILF3.jpg?v=1655205301,3,"",,,,,,,,,,,,,,,,,,,,,,
skin-miracle-night-cream,MHB Glow & Shine Skin Miracle Night Cream - 100ml,"<ul class="""" data-mce-fragment=""1"">
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.624d6dc8NMmM5X"" data-mce-fragment=""1"">With MHB Glow &amp; Shine Night Cream, help restore the delicate skin on your face as this naturally nourishing night cream is enriched with ingredients that are shown to reduce the appearance of fine lines and wrinkles</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,,CREAM,"MHB NIGHT CREAM, NIGHT CREAM",false,Title,Default Title,,,,,"",200.0,shopify,5,continue,manual,260.00,400.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Adil-p4.7.jpg?v=1631173526,1,"",false,,,,,,,,,,,,,,,kg,,200.00,true,,,draft
skin-miracle-night-cream,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/IMG-20210414-WA0005.jpg?v=1631173526,2,"",,,,,,,,,,,,,,,,,,,,,,
skin-miracle-night-cream,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/IMG-20210414-WA0007.jpg?v=1631173526,3,"",,,,,,,,,,,,,,,,,,,,,,
mhb-argan-oil-hair-mask,MHB Argan Oil Hair Mask - 150ml,"<h3>Deep Conditioning Keratin Hair Treatment with Vitamin E Moisturizing and Restorative 150ml</h3>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1""><u data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.62bf3076tqirAD"" data-mce-fragment=""1"">How to Use:</u></strong> Dry the Hair, than put the hair mask from the end of the hair, avoid the scalp-massage with finger pulp for 3 min, let every single hair absorb the nutrition Warm the hair with a hot towel for 5 -10 minute to accelerate the absorb then washout</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">SAFETY WARNING: For external use only. Rub a very small amount on the inside of your elbow area to test for any allergic reaction before use. Avoid contact with eyes, keep out of the reach of children.</span></li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,,HAIR MASK,"ARGAN OIL, ARGAN OIL HAIR MASK, Deep Conditioning, HAIR MASK, Keratin Hair Treatment, MHB HAIR MASK, MHB HAIRMASK",true,Title,Default Title,,,,,"",200.0,shopify,5,deny,manual,500.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/files/main-canvas-649c1c2f90f3e530df51a0e5.png?v=1692021719,1,"",false,,,,,,,,,,,,,,,kg,,170.00,true,,,active
mhb-argan-oil-hair-mask,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/main-canvas-64cd16f06116225c804a8bdd_e056b0b7-2512-4861-aeb2-37b0275d9ef6.png?v=1692021719,2,"",,,,,,,,,,,,,,,,,,,,,,
mhb-argan-oil-hair-mask,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/HAIRMASK01.jpg?v=1692021719,3,"",,,,,,,,,,,,,,,,,,,,,,
mhb-argan-oil-hair-mask,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/HAIRMASK03.jpg?v=1692021719,4,"",,,,,,,,,,,,,,,,,,,,,,
mhb-vitamin-c-moisturizer,MHB Vitamin C Moisturizer,"<h3>MHB Vitamin C Moisturizer </h3>
<ul class="""" data-mce-fragment=""1"">
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.198f2ddfiX3mkO"" data-mce-fragment=""1"">PERFECT FOR ALL SKIN TYPES - Helps with hyperpigmentation, fade scars and reduce fine lines. Also makes a great dark spot corrector for face. Can be used around the under eye area to help with dark circles and wrinkles. Great for women and men for daily use with maximum prescription strength effectiveness yet gentle enough for sensitive skin and is non comedogenic. Can be used day and night.</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,,MUISTURIZER,MHB FACE CARE,false,Size,30ML,,,,,VITAMIN C-1,100.0,shopify,5,deny,manual,149.00,200.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/vmoist100ML1STFRAME.jpg?v=1623144449,1,"",false,,,,,,,,,,,,,,,kg,,50.00,true,,,draft
mhb-vitamin-c-moisturizer,,,,,,,,,100ML,,,,,VITAMIN C-2,100.0,shopify,3,deny,manual,499.00,200.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/vmoist301STFRAME.jpg?v=1623144449,2,"",,,,,,,,,,,,,,,,kg,,50.00,,,,
mhb-vitamin-c-moisturizer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/VITAMINCOVER.jpg?v=1619404022,3,"",,,,,,,,,,,,,,,,,,,,,,
mhb-vitamin-c-moisturizer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/vmoist100ml.jpg?v=1619404014,4,"",,,,,,,,,,,,,,,,,,,,,,
mhb-vitamin-c-moisturizer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/vmoist_2.jpg?v=1619404014,5,"",,,,,,,,,,,,,,,,,,,,,,
mhb-vitamin-c-moisturizer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/vc1.jpg?v=1619404036,6,"",,,,,,,,,,,,,,,,,,,,,,
mhb-vitamin-c-serum,MHB Vitamin C Serum for Face - 50ml,"<h3>Vegan, Cruelty-Free, Organic, Eco-Friendly with Pure Hyaluronic Acid &amp; Vitamin E - Best Natural Formula for Wrinkles &amp; Sun Damage</h3>
<ul class="""" data-mce-fragment=""1"">
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.72a210c4uPUbRf"" data-mce-fragment=""1"">
<div class=""w-full border-b border-black/10 dark:border-gray-900/50 text-gray-800 dark:text-gray-100 group bg-gray-50 dark:bg-[#444654]"">
<div class=""text-base gap-4 md:gap-6 m-auto md:max-w-2xl lg:max-w-2xl xl:max-w-3xl p-4 md:py-6 flex lg:px-0"">
<div class=""relative flex w-[calc(100%-50px)] flex-col gap-1 md:gap-3 lg:w-[calc(100%-115px)]"">
<div class=""flex flex-grow flex-col gap-3"">
<div class=""min-h-[20px] flex flex-col items-start gap-4 whitespace-pre-wrap"">
<div class=""markdown prose w-full break-words dark:prose-invert light"">
<p>Vitamin C serum is a skincare product that contains a high concentration of vitamin C, an antioxidant that can help brighten skin, reduce the appearance of dark spots, and protect against environmental damage. It is typically used in the morning after cleansing and before moisturizing, and can be applied to the face, neck, and chest. It may also contain other beneficial ingredients like hyaluronic acid and vitamin E. It is important to store vitamin C serum in a cool, dark place to prevent oxidation and maintain its potency.</p>
</div>
</div>
</div>
<div class=""flex justify-between"">
<div class=""text-gray-400 flex self-end lg:self-center justify-center mt-2 gap-3 md:gap-4 lg:gap-1 lg:absolute lg:top-0 lg:translate-x-full lg:right-0 lg:mt-0 lg:pl-2 visible"" style=""text-align: left;""><img alt=""MHB Vitamin C Serum for Face - 50ml"" src=""https://cdn.shopify.com/s/files/1/0516/1677/6382/files/VitaminCUsage_480x480.jpg?v=1684150356"" style=""margin-bottom: 16px; float: none;""></div>
</div>
</div>
</div>
</div>
</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Cosmetics > Skin Care,SERUM,"MHB SERUM, MHB VITAMIN C SERUM, Vitamin C Serum",true,Title,Default Title,,,,,Vserum,200.0,shopify,10,continue,manual,1050.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/VITAMINCFRAME02.jpg?v=1684150407,1,MHB Vitamin C Serum for Face - 50ml,false,,,,,,,,,,,,,,,kg,,400.00,true,,,active
mhb-vitamin-c-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Vscrub02_42.png?v=1684150407,2,Vitamin C Serum,,,,,,,,,,,,,,,,,,,,,,
mhb-vitamin-c-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Vscrub02_44.png?v=1684150407,3,Vitamin C Serum 50ml,,,,,,,,,,,,,,,,,,,,,,
mhb-herbal-shampoo,MHB HERBAL SHAMPOO - 230ML,"<h3>Sulfate Free Shampoo With Natural Source Ingredients- 230ML</h3>
Try New<strong data-mce-fragment=""1""> MHB Strong &amp; Long Herbal Shampoo</strong>. Designed to be gentle on your hair. Its works gently on your Hair from root to tip, which nourishes &amp; make it Stronger. Now less Hairfall* Guaranteed *Prevents Hair BREAKAGE...",MHB - MEMOONA HEALTH & BEAUTY,,SHAMPOO,"HERBAL SHAMPOO, MHB HERBAL SHAMPOO, SLS FREE, SLS FREE SHAMPOO",true,Title,Default Title,,,,,"",300.0,shopify,0,deny,manual,850.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/SHAMPOONEW_1.jpg?v=1631175422,1,"",false,,,,,,,,,,,,,,,kg,,150.00,true,,,active
mhb-herbal-shampoo,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/SHAMPOONEW2.jpg?v=1631175422,2,"",,,,,,,,,,,,,,,,,,,,,,
mhb-herbal-shampoo,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/frame3.jpg?v=1631175422,3,"",,,,,,,,,,,,,,,,,,,,,,
mhb-herbal-shampoo,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/frame4.jpg?v=1631175422,4,"",,,,,,,,,,,,,,,,,,,,,,
mhb-herbal-shampoo,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/f2.jpg?v=1631175422,5,"",,,,,,,,,,,,,,,,,,,,,,
mhb-shea-butter-cream,MHB Shea Butter Cream Anti-Aging Anti-Wrinkle SPF 50,"<p data-mce-fragment=""1""> <img src=""https://cdn.shopify.com/s/files/1/0516/1677/6382/files/171459937_286638026349852_8224425860504600706_n_480x480.jpg?v=1631117903"" alt=""SHEA BUTTER CREAM"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0516/1677/6382/files/171459937_286638026349852_8224425860504600706_n_480x480.jpg?v=1631117903""></p>
<p data-mce-fragment=""1""><img alt=""SHEA BUTTER CREAM"" src=""https://cdn.shopify.com/s/files/1/0516/1677/6382/files/171489393_286638029683185_6532190390834955798_n_480x480.jpg?v=1631117913""></p>
<p data-mce-fragment=""1"">● Moisturize Skin / Skin Fairness<br></p>
<p data-mce-fragment=""1"">● Improve Skin Health</p>
<p data-mce-fragment=""1"">● Has Anti Aging Properties</p>
<p data-mce-fragment=""1"">● Help Treat Acne / Fades Blemishes</p>
<p data-mce-fragment=""1"">● Skin Detoxifier / Reduce Pigmentation</p>
<p data-mce-fragment=""1"">● Fight Signs of Aging / Prevent Dry Skin</p>
<p data-mce-fragment=""1"">● Reduce Dark Circles/Wrinkles</p>
<p data-mce-fragment=""1"">● Rejuvenates Skin</p>
<p data-mce-fragment=""1"">● Lightens the skin / Soft Skin</p>
<p data-mce-fragment=""1"">● Natural sun screen / SPF 50</p>
<p data-mce-fragment=""1"">● Remove tan and dark spots</p>",MHB - MEMOONA HEALTH & BEAUTY,,CREAM,"CREAM, FACE CARE, MHB SHEA BUTTER CREAM, SHEA, SHEA BUTTER",false,Title,Default Title,,,,,SHEABUTTER,200.0,shopify,5,deny,manual,1799.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/SHEABUTTER01.jpg?v=1631118045,1,"",false,,,,,,,,,,,,,,,kg,,1000.00,true,,,draft
mhb-shea-butter-cream,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/SHEABUTTER.jpg?v=1631118045,2,"",,,,,,,,,,,,,,,,,,,,,,
mhb-shea-butter-cream,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/SHEABUTTER02.jpg?v=1631118045,3,"",,,,,,,,,,,,,,,,,,,,,,
mhb-shea-butter-cream,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/SHEABUTTER03.jpg?v=1631118045,4,"",,,,,,,,,,,,,,,,,,,,,,
glow-shine-rose-face-wash,MHB GLOW & SHINE ROSE FACE WASH,"<span style=""font-size: 1.4em;"">GLOW &amp; SHINE ROSE FACE WASH (SLS &amp; PARABEN FREE)</span><br>
<ul data-mce-fragment=""1"" class="""">
<li data-mce-fragment=""1"" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.337d7090nn02Kg"" class=""""><span>Revive your skin and enliven your senses with MHB Glow &amp; Shine Rose Face Wash. This exfoliating facial cleanser cleans deep and helps leave skin feeling refreshed and exhilarated. The light gel formula lathers into a tingly, bubbly foam that removes surface dirt, oil, and makeup, with gentle exfoliators that work to sweep away dead skin. This invigorating, cooling gel face scrub goes deep into pores to remove skin of impurities. This daily exfoliating face wash leaves skin with a fresh, clean and energized look. It makes the perfect addition to your daily beauty and skincare routine for an at-home self-care experience</span></li>
</ul>
<p> </p>
<p><span><iframe title=""YouTube video player"" src=""https://www.youtube.com/embed/Us1bu7o8630"" height=""315"" width=""350"" allowfullscreen="""" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" frameborder=""0""></iframe></span></p>",MEMOONA HEALTH & BEAUTY (M.H.B),,FACEWASH,"FACEWASH, GLOW & SHINE, MHB FACEWASH, ROSE",true,Size,150ml,,,,,mhbrosefacewash-150ml,100.0,shopify,3,deny,manual,750.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/IMG_20210908_015429.jpg?v=1631048184,1,"",false,,,,,,,,,,,,,,,kg,,99.00,true,,,active
glow-shine-rose-face-wash,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/face01.jpg?v=1631048184,2,"",,,,,,,,,,,,,,,,,,,,,,
glow-shine-rose-face-wash,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/faceback.jpg?v=1631048184,3,"",,,,,,,,,,,,,,,,,,,,,,
glow-shine-rose-face-wash,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/facewash_usage2.jpg?v=1631048184,4,"",,,,,,,,,,,,,,,,,,,,,,
